passenger_id,pclass,survived,name,sex,age,ticket,fare,embarked
1011,3,0,McNamee. Mrs. Neal (Eileen O'Leary),1,19.0,376566,16.1,0
1012,3,0,McNeill. Miss. Bridget,1,29.8811345124283,370368,7.75,2
1013,3,0,Meanwell. Miss. (Marion Ogden),1,29.8811345124283,SOTON/O.Q. 392087,8.05,0
1014,3,0,Meek. Mrs. Thomas (Annie Louise Rowley),1,29.8811345124283,343095,8.05,0
1015,3,0,Meo. Mr. Alfonzo,0,55.5,A.5. 11206,8.05,0
1016,3,0,Mernagh. Mr. Robert,0,29.8811345124283,368703,7.75,2
1017,3,1,Midtsjo. Mr. Karl Albert,0,21.0,345501,7.775,0
1018,3,0,Miles. Mr. Frank,0,29.8811345124283,359306,8.05,0
1019,3,0,Mineff. Mr. Ivan,0,24.0,349233,7.8958,0
1020,3,0,Minkoff. Mr. Lazar,0,21.0,349211,7.8958,0
1021,3,0,Mionoff. Mr. Stoytcho,0,28.0,349207,7.8958,0
1022,3,0,Mitkoff. Mr. Mito,0,29.8811345124283,349221,7.8958,0
1023,3,1,"Mockler. Miss. Helen Mary ""Ellie""",1,29.8811345124283,330980,7.8792,2
1024,3,0,Moen. Mr. Sigurd Hansen,0,25.0,348123,7.65,0
1025,3,1,Moor. Master. Meier,0,6.0,392096,12.475,0
1026,3,1,Moor. Mrs. (Beila),1,27.0,392096,12.475,0
1027,3,0,Moore. Mr. Leonard Charles,0,29.8811345124283,A4. 54510,8.05,0
1028,3,1,Moran. Miss. Bertha,1,29.8811345124283,371110,24.15,2
1029,3,0,Moran. Mr. Daniel J,0,29.8811345124283,371110,24.15,2
1030,3,0,Moran. Mr. James,0,29.8811345124283,330877,8.4583,2
1031,3,0,Morley. Mr. William,0,34.0,364506,8.05,0
1032,3,0,Morrow. Mr. Thomas Rowan,0,29.8811345124283,372622,7.75,2
1033,3,1,Moss. Mr. Albert Johan,0,29.8811345124283,312991,7.775,0
1034,3,1,Moubarek. Master. Gerios,0,29.8811345124283,2661,15.2458,1
1035,3,1,"Moubarek. Master. Halim Gonios (""William George"")",0,29.8811345124283,2661,15.2458,1
1036,3,1,"Moubarek. Mrs. George (Omine ""Amenia"" Alexander)",1,29.8811345124283,2661,15.2458,1
1037,3,1,Moussa. Mrs. (Mantoura Boulos),1,29.8811345124283,2626,7.2292,1
1038,3,0,Moutal. Mr. Rahamin Haim,0,29.8811345124283,374746,8.05,0
1039,3,1,"Mullens. Miss. Katherine ""Katie""",1,29.8811345124283,35852,7.7333,2
1040,3,1,Mulvihill. Miss. Bertha E,1,24.0,382653,7.75,2
1041,3,0,Murdlin. Mr. Joseph,0,29.8811345124283,A./5. 3235,8.05,0
1042,3,1,"Murphy. Miss. Katherine ""Kate""",1,29.8811345124283,367230,15.5,2
1043,3,1,Murphy. Miss. Margaret Jane,1,29.8811345124283,367230,15.5,2
1044,3,1,Murphy. Miss. Nora,1,29.8811345124283,36568,15.5,2
1045,3,0,Myhrman. Mr. Pehr Fabian Oliver Malkolm,0,18.0,347078,7.75,0
1046,3,0,Naidenoff. Mr. Penko,0,22.0,349206,7.8958,0
1047,3,1,"Najib. Miss. Adele Kiamie ""Jane""",1,15.0,2667,7.225,1
1048,3,1,"Nakid. Miss. Maria (""Mary"")",1,1.0,2653,15.7417,1
1049,3,1,Nakid. Mr. Sahid,0,20.0,2653,15.7417,1
1050,3,1,"Nakid. Mrs. Said (Waika ""Mary"" Mowad)",1,19.0,2653,15.7417,1
1051,3,0,Nancarrow. Mr. William Henry,0,33.0,A./5. 3338,8.05,0
1052,3,0,Nankoff. Mr. Minko,0,29.8811345124283,349218,7.8958,0
1053,3,0,Nasr. Mr. Mustafa,0,29.8811345124283,2652,7.2292,1
1054,3,0,Naughton. Miss. Hannah,1,29.8811345124283,365237,7.75,2
1055,3,0,Nenkoff. Mr. Christo,0,29.8811345124283,349234,7.8958,0
1056,3,1,Nicola-Yarred. Master. Elias,0,12.0,2651,11.2417,1
1057,3,1,Nicola-Yarred. Miss. Jamila,1,14.0,2651,11.2417,1
1058,3,0,Nieminen. Miss. Manta Josefina,1,29.0,3101297,7.925,0
1059,3,0,Niklasson. Mr. Samuel,0,28.0,363611,8.05,0
1060,3,1,Nilsson. Miss. Berta Olivia,1,18.0,347066,7.775,0
1061,3,1,Nilsson. Miss. Helmina Josefina,1,26.0,347470,7.8542,0
1062,3,0,Nilsson. Mr. August Ferdinand,0,21.0,350410,7.8542,0
1063,3,0,Nirva. Mr. Iisakki Antino Aijo,0,41.0,SOTON/O2 3101272,7.125,0
1064,3,1,Niskanen. Mr. Juha,0,39.0,STON/O 2. 3101289,7.925,0
1065,3,0,Nosworthy. Mr. Richard Cater,0,21.0,A/4. 39886,7.8,0
1066,3,0,Novel. Mr. Mansouer,0,28.5,2697,7.2292,1
1067,3,1,Nysten. Miss. Anna Sofia,1,22.0,347081,7.75,0
1068,3,0,Nysveen. Mr. Johan Hansen,0,61.0,345364,6.2375,0
1069,3,0,O'Brien. Mr. Thomas,0,29.8811345124283,370365,15.5,2
1070,3,0,O'Brien. Mr. Timothy,0,29.8811345124283,330979,7.8292,2
1071,3,1,"O'Brien. Mrs. Thomas (Johanna ""Hannah"" Godfrey)",1,29.8811345124283,370365,15.5,2
1072,3,0,O'Connell. Mr. Patrick D,0,29.8811345124283,334912,7.7333,2
1073,3,0,O'Connor. Mr. Maurice,0,29.8811345124283,371060,7.75,2
1074,3,0,O'Connor. Mr. Patrick,0,29.8811345124283,366713,7.75,2
1075,3,0,Odahl. Mr. Nils Martin,0,23.0,7267,9.225,0
1076,3,0,O'Donoghue. Ms. Bridget,1,29.8811345124283,364856,7.75,2
1077,3,1,O'Driscoll. Miss. Bridget,1,29.8811345124283,14311,7.75,2
1078,3,1,"O'Dwyer. Miss. Ellen ""Nellie""",1,29.8811345124283,330959,7.8792,2
1079,3,1,Ohman. Miss. Velin,1,22.0,347085,7.775,0
1080,3,1,O'Keefe. Mr. Patrick,0,29.8811345124283,368402,7.75,2
1081,3,1,"O'Leary. Miss. Hanora ""Norah""",1,29.8811345124283,330919,7.8292,2
1082,3,1,Olsen. Master. Artur Karl,0,9.0,C 17368,3.1708,0
1083,3,0,Olsen. Mr. Henry Margido,0,28.0,C 4001,22.525,0
1084,3,0,Olsen. Mr. Karl Siegwart Andreas,0,42.0,4579,8.4042,0
1085,3,0,Olsen. Mr. Ole Martin,0,29.8811345124283,Fa 265302,7.3125,0
1086,3,0,Olsson. Miss. Elina,1,31.0,350407,7.8542,0
1087,3,0,Olsson. Mr. Nils Johan Goransson,0,28.0,347464,7.8542,0
1088,3,1,Olsson. Mr. Oscar Wilhelm,0,32.0,347079,7.775,0
1089,3,0,Olsvigen. Mr. Thor Anderson,0,20.0,6563,9.225,0
1090,3,0,Oreskovic. Miss. Jelka,1,23.0,315085,8.6625,0
1091,3,0,Oreskovic. Miss. Marija,1,20.0,315096,8.6625,0
1092,3,0,Oreskovic. Mr. Luka,0,20.0,315094,8.6625,0
1093,3,0,Osen. Mr. Olaf Elon,0,16.0,7534,9.2167,0
1094,3,1,Osman. Mrs. Mara,1,31.0,349244,8.6833,0
1095,3,0,O'Sullivan. Miss. Bridget Mary,1,29.8811345124283,330909,7.6292,2
1096,3,0,Palsson. Master. Gosta Leonard,0,2.0,349909,21.075,0
1097,3,0,Palsson. Master. Paul Folke,0,6.0,349909,21.075,0
1098,3,0,Palsson. Miss. Stina Viola,1,3.0,349909,21.075,0
1099,3,0,Palsson. Miss. Torborg Danira,1,8.0,349909,21.075,0
1100,3,0,Palsson. Mrs. Nils (Alma Cornelia Berglund),1,29.0,349909,21.075,0
1101,3,0,Panula. Master. Eino Viljami,0,1.0,3101295,39.6875,0
1102,3,0,Panula. Master. Juha Niilo,0,7.0,3101295,39.6875,0
1103,3,0,Panula. Master. Urho Abraham,0,2.0,3101295,39.6875,0
1104,3,0,Panula. Mr. Ernesti Arvid,0,16.0,3101295,39.6875,0
1105,3,0,Panula. Mr. Jaako Arnold,0,14.0,3101295,39.6875,0
1106,3,0,Panula. Mrs. Juha (Maria Emilia Ojala),1,41.0,3101295,39.6875,0
1107,3,0,Pasic. Mr. Jakob,0,21.0,315097,8.6625,0
1108,3,0,Patchett. Mr. George,0,19.0,358585,14.5,0
1109,3,0,Paulner. Mr. Uscher,0,29.8811345124283,3411,8.7125,1
1110,3,0,Pavlovic. Mr. Stefo,0,32.0,349242,7.8958,0
1111,3,0,Peacock. Master. Alfred Edward,0,0.75,SOTON/O.Q. 3101315,13.775,0
1112,3,0,Peacock. Miss. Treasteall,1,3.0,SOTON/O.Q. 3101315,13.775,0
1113,3,0,Peacock. Mrs. Benjamin (Edith Nile),1,26.0,SOTON/O.Q. 3101315,13.775,0
1114,3,0,Pearce. Mr. Ernest,0,29.8811345124283,343271,7.0,0
1115,3,0,Pedersen. Mr. Olaf,0,29.8811345124283,345498,7.775,0
1116,3,0,Peduzzi. Mr. Joseph,0,29.8811345124283,A/5 2817,8.05,0
1117,3,0,Pekoniemi. Mr. Edvard,0,21.0,STON/O 2. 3101294,7.925,0
1118,3,0,Peltomaki. Mr. Nikolai Johannes,0,25.0,STON/O 2. 3101291,7.925,0
1119,3,0,Perkin. Mr. John Henry,0,22.0,A/5 21174,7.25,0
1120,3,1,Persson. Mr. Ernst Ulrik,0,25.0,347083,7.775,0
1121,3,1,Peter. Master. Michael J,0,29.8811345124283,2668,22.3583,1
1122,3,1,Peter. Miss. Anna,1,29.8811345124283,2668,22.3583,1
1123,3,1,Peter. Mrs. Catherine (Catherine Rizk),1,29.8811345124283,2668,22.3583,1
1124,3,0,Peters. Miss. Katie,1,29.8811345124283,330935,8.1375,2
1125,3,0,Petersen. Mr. Marius,0,24.0,342441,8.05,0
1126,3,0,Petranec. Miss. Matilda,1,28.0,349245,7.8958,0
1127,3,0,Petroff. Mr. Nedelio,0,19.0,349212,7.8958,0
1128,3,0,"Petroff. Mr. Pastcho (""Pentcho"")",0,29.8811345124283,349215,7.8958,0
1129,3,0,Petterson. Mr. Johan Emil,0,25.0,347076,7.775,0
1130,3,0,Pettersson. Miss. Ellen Natalia,1,18.0,347087,7.775,0
1131,3,1,Pickard. Mr. Berk (Berk Trembisky),0,32.0,SOTON/O.Q. 392078,8.05,0
1132,3,0,Plotcharsky. Mr. Vasil,0,29.8811345124283,349227,7.8958,0
1133,3,0,Pokrnic. Mr. Mate,0,17.0,315095,8.6625,0
1134,3,0,Pokrnic. Mr. Tome,0,24.0,315092,8.6625,0
1135,3,0,Radeff. Mr. Alexander,0,29.8811345124283,349223,7.8958,0
1136,3,0,Rasmussen. Mrs. (Lena Jacobsen Solvang),1,29.8811345124283,65305,8.1125,0
1137,3,0,Razi. Mr. Raihed,0,29.8811345124283,2629,7.2292,1
1138,3,0,Reed. Mr. James George,0,29.8811345124283,362316,7.25,0
1139,3,0,Rekic. Mr. Tido,0,38.0,349249,7.8958,0
1140,3,0,Reynolds. Mr. Harold J,0,21.0,342684,8.05,0
1141,3,0,Rice. Master. Albert,0,10.0,382652,29.125,2
1142,3,0,Rice. Master. Arthur,0,4.0,382652,29.125,2
1143,3,0,Rice. Master. Eric,0,7.0,382652,29.125,2
1144,3,0,Rice. Master. Eugene,0,2.0,382652,29.125,2
1145,3,0,Rice. Master. George Hugh,0,8.0,382652,29.125,2
1146,3,0,Rice. Mrs. William (Margaret Norton),1,39.0,382652,29.125,2
1147,3,0,"Riihivouri. Miss. Susanna Juhantytar ""Sanni""",1,22.0,3101295,39.6875,0
1148,3,0,Rintamaki. Mr. Matti,0,35.0,STON/O 2. 3101273,7.125,0
1149,3,1,"Riordan. Miss. Johanna ""Hannah""",1,29.8811345124283,334915,7.7208,2
1150,3,0,Risien. Mr. Samuel Beard,0,29.8811345124283,364498,14.5,0
1151,3,0,Risien. Mrs. Samuel (Emma),1,29.8811345124283,364498,14.5,0
1152,3,0,Robins. Mr. Alexander A,0,50.0,A/5. 3337,14.5,0
1153,3,0,Robins. Mrs. Alexander A (Grace Charity Laury),1,47.0,A/5. 3337,14.5,0
1154,3,0,Rogers. Mr. William John,0,29.8811345124283,S.C./A.4. 23567,8.05,0
1155,3,0,Rommetvedt. Mr. Knud Paust,0,29.8811345124283,312993,7.775,0
1156,3,0,Rosblom. Miss. Salli Helena,1,2.0,370129,20.2125,0
1157,3,0,Rosblom. Mr. Viktor Richard,0,18.0,370129,20.2125,0
1158,3,0,Rosblom. Mrs. Viktor (Helena Wilhelmina),1,41.0,370129,20.2125,0
1159,3,1,Roth. Miss. Sarah A,1,29.8811345124283,342712,8.05,0
1160,3,0,Rouse. Mr. Richard Henry,0,50.0,A/5 3594,8.05,0
1161,3,0,Rush. Mr. Alfred George John,0,16.0,A/4. 20589,8.05,0
1162,3,1,Ryan. Mr. Edward,0,29.8811345124283,383162,7.75,2
1163,3,0,Ryan. Mr. Patrick,0,29.8811345124283,371110,24.15,2
1164,3,0,Saad. Mr. Amin,0,29.8811345124283,2671,7.2292,1
1165,3,0,Saad. Mr. Khalil,0,25.0,2672,7.225,1
1166,3,0,Saade. Mr. Jean Nassr,0,29.8811345124283,2676,7.225,1
1167,3,0,Sadlier. Mr. Matthew,0,29.8811345124283,367655,7.7292,2
1168,3,0,Sadowitz. Mr. Harry,0,29.8811345124283,LP 1588,7.575,0
1169,3,0,Saether. Mr. Simon Sivertsen,0,38.5,SOTON/O.Q. 3101262,7.25,0
1170,3,0,Sage. Master. Thomas Henry,0,29.8811345124283,CA. 2343,69.55,0
1171,3,0,Sage. Master. William Henry,0,14.5,CA. 2343,69.55,0
1172,3,0,Sage. Miss. Ada,1,29.8811345124283,CA. 2343,69.55,0
1173,3,0,Sage. Miss. Constance Gladys,1,29.8811345124283,CA. 2343,69.55,0
1174,3,0,"Sage. Miss. Dorothy Edith ""Dolly""",1,29.8811345124283,CA. 2343,69.55,0
1175,3,0,Sage. Miss. Stella Anna,1,29.8811345124283,CA. 2343,69.55,0
1176,3,0,Sage. Mr. Douglas Bullen,0,29.8811345124283,CA. 2343,69.55,0
1177,3,0,Sage. Mr. Frederick,0,29.8811345124283,CA. 2343,69.55,0
1178,3,0,Sage. Mr. George John Jr,0,29.8811345124283,CA. 2343,69.55,0
1179,3,0,Sage. Mr. John George,0,29.8811345124283,CA. 2343,69.55,0
1180,3,0,Sage. Mrs. John (Annie Bullen),1,29.8811345124283,CA. 2343,69.55,0
1181,3,0,Salander. Mr. Karl Johan,0,24.0,7266,9.325,0
1182,3,1,Salkjelsvik. Miss. Anna Kristine,1,21.0,343120,7.65,0
1183,3,0,Salonen. Mr. Johan Werner,0,39.0,3101296,7.925,0
1184,3,0,Samaan. Mr. Elias,0,29.8811345124283,2662,21.6792,1
1185,3,0,Samaan. Mr. Hanna,0,29.8811345124283,2662,21.6792,1
1186,3,0,Samaan. Mr. Youssef,0,29.8811345124283,2662,21.6792,1
1187,3,1,Sandstrom. Miss. Beatrice Irene,1,1.0,PP 9549,16.7,0
1188,3,1,Sandstrom. Mrs. Hjalmar (Agnes Charlotta Bengtsson),1,24.0,PP 9549,16.7,0
1189,3,1,Sandstrom. Miss. Marguerite Rut,1,4.0,PP 9549,16.7,0
1190,3,1,Sap. Mr. Julius,0,25.0,345768,9.5,0
1191,3,0,Saundercock. Mr. William Henry,0,20.0,A/5. 2151,8.05,0
1192,3,0,Sawyer. Mr. Frederick Charles,0,24.5,342826,8.05,0
1193,3,0,Scanlan. Mr. James,0,29.8811345124283,36209,7.725,2
1194,3,0,Sdycoff. Mr. Todor,0,29.8811345124283,349222,7.8958,0
1195,3,0,Shaughnessy. Mr. Patrick,0,29.8811345124283,370374,7.75,2
1196,3,1,Sheerlinck. Mr. Jan Baptist,0,29.0,345779,9.5,0
1197,3,0,Shellard. Mr. Frederick William,0,29.8811345124283,C.A. 6212,15.1,0
1198,3,1,Shine. Miss. Ellen Natalia,1,29.8811345124283,330968,7.7792,2
1199,3,0,Shorney. Mr. Charles Joseph,0,29.8811345124283,374910,8.05,0
1200,3,0,Simmons. Mr. John,0,29.8811345124283,SOTON/OQ 392082,8.05,0
1201,3,0,Sirayanian. Mr. Orsen,0,22.0,2669,7.2292,1
1202,3,0,Sirota. Mr. Maurice,0,29.8811345124283,392092,8.05,0
1203,3,0,Sivic. Mr. Husein,0,40.0,349251,7.8958,0
1204,3,0,Sivola. Mr. Antti Wilhelm,0,21.0,STON/O 2. 3101280,7.925,0
1205,3,1,Sjoblom. Miss. Anna Sofia,1,18.0,3101265,7.4958,0
1206,3,0,Skoog. Master. Harald,0,4.0,347088,27.9,0
1207,3,0,Skoog. Master. Karl Thorsten,0,10.0,347088,27.9,0
1208,3,0,Skoog. Miss. Mabel,1,9.0,347088,27.9,0
1209,3,0,Skoog. Miss. Margit Elizabeth,1,2.0,347088,27.9,0
1210,3,0,Skoog. Mr. Wilhelm,0,40.0,347088,27.9,0
1211,3,0,Skoog. Mrs. William (Anna Bernhardina Karlsson),1,45.0,347088,27.9,0
1212,3,0,Slabenoff. Mr. Petco,0,29.8811345124283,349214,7.8958,0
1213,3,0,Slocovski. Mr. Selman Francis,0,29.8811345124283,SOTON/OQ 392086,8.05,0
1214,3,0,Smiljanic. Mr. Mile,0,29.8811345124283,315037,8.6625,0
1215,3,0,Smith. Mr. Thomas,0,29.8811345124283,384461,7.75,2
1216,3,1,Smyth. Miss. Julia,1,29.8811345124283,335432,7.7333,2
1217,3,0,Soholt. Mr. Peter Andreas Lauritz Andersen,0,19.0,348124,7.65,0
1218,3,0,Somerton. Mr. Francis William,0,30.0,A.5. 18509,8.05,0
1219,3,0,Spector. Mr. Woolf,0,29.8811345124283,A.5. 3236,8.05,0
1220,3,0,Spinner. Mr. Henry John,0,32.0,STON/OQ. 369943,8.05,0
1221,3,0,Staneff. Mr. Ivan,0,29.8811345124283,349208,7.8958,0
1222,3,0,Stankovic. Mr. Ivan,0,33.0,349239,8.6625,1
1223,3,1,Stanley. Miss. Amy Zillah Elsie,1,23.0,CA. 2314,7.55,0
1224,3,0,Stanley. Mr. Edward Roland,0,21.0,A/4 45380,8.05,0
1225,3,0,Storey. Mr. Thomas,0,60.5,3701,33.29547928134572,0
1226,3,0,Stoytcheff. Mr. Ilia,0,19.0,349205,7.8958,0
1227,3,0,Strandberg. Miss. Ida Sofia,1,22.0,7553,9.8375,0
1228,3,1,Stranden. Mr. Juho,0,31.0,STON/O 2. 3101288,7.925,0
1229,3,0,Strilic. Mr. Ivan,0,27.0,315083,8.6625,0
1230,3,0,Strom. Miss. Telma Matilda,1,2.0,347054,10.4625,0
1231,3,0,Strom. Mrs. Wilhelm (Elna Matilda Persson),1,29.0,347054,10.4625,0
1232,3,1,Sunderland. Mr. Victor Francis,0,16.0,SOTON/OQ 392089,8.05,0
1233,3,1,Sundman. Mr. Johan Julian,0,44.0,STON/O 2. 3101269,7.925,0
1234,3,0,Sutehall. Mr. Henry Jr,0,25.0,SOTON/OQ 392076,7.05,0
1235,3,0,Svensson. Mr. Johan,0,74.0,347060,7.775,0
1236,3,1,Svensson. Mr. Johan Cervin,0,14.0,7538,9.225,0
1237,3,0,Svensson. Mr. Olof,0,24.0,350035,7.7958,0
1238,3,1,Tenglin. Mr. Gunnar Isidor,0,25.0,350033,7.7958,0
1239,3,0,Theobald. Mr. Thomas Leonard,0,34.0,363294,8.05,0
1240,3,1,Thomas. Master. Assad Alexander,0,0.4167,2625,8.5167,1
1241,3,0,Thomas. Mr. Charles P,0,29.8811345124283,2621,6.4375,1
1242,3,0,Thomas. Mr. John,0,29.8811345124283,2681,6.4375,1
1243,3,0,Thomas. Mr. Tannous,0,29.8811345124283,2684,7.225,1
1244,3,1,"Thomas. Mrs. Alexander (Thamine ""Thelma"")",1,16.0,2625,8.5167,1
1245,3,0,Thomson. Mr. Alexander Morrison,0,29.8811345124283,32302,8.05,0
1246,3,0,Thorneycroft. Mr. Percival,0,29.8811345124283,376564,16.1,0
1247,3,1,Thorneycroft. Mrs. Percival (Florence Kate White),1,29.8811345124283,376564,16.1,0
1248,3,0,Tikkanen. Mr. Juho,0,32.0,STON/O 2. 3101293,7.925,0
1249,3,0,Tobin. Mr. Roger,0,29.8811345124283,383121,7.75,2
1250,3,0,Todoroff. Mr. Lalio,0,29.8811345124283,349216,7.8958,0
1251,3,0,Tomlin. Mr. Ernest Portage,0,30.5,364499,8.05,0
1252,3,0,Torber. Mr. Ernst William,0,44.0,364511,8.05,0
1253,3,0,Torfa. Mr. Assad,0,29.8811345124283,2673,7.2292,1
1254,3,1,Tornquist. Mr. William Henry,0,25.0,LINE,0.0,0
1255,3,0,Toufik. Mr. Nakli,0,29.8811345124283,2641,7.2292,1
1256,3,1,Touma. Master. Georges Youssef,0,7.0,2650,15.2458,1
1257,3,1,Touma. Miss. Maria Youssef,1,9.0,2650,15.2458,1
1258,3,1,Touma. Mrs. Darwis (Hanne Youssef Razi),1,29.0,2650,15.2458,1
1259,3,0,Turcin. Mr. Stjepan,0,36.0,349247,7.8958,0
1260,3,1,Turja. Miss. Anna Sofia,1,18.0,4138,9.8417,0
1261,3,1,Turkula. Mrs. (Hedwig),1,63.0,4134,9.5875,0
1262,3,0,van Billiard. Master. James William,0,29.8811345124283,A/5. 851,14.5,0
1263,3,0,van Billiard. Master. Walter John,0,11.5,A/5. 851,14.5,0
1264,3,0,van Billiard. Mr. Austin Blyler,0,40.5,A/5. 851,14.5,0
1265,3,0,Van Impe. Miss. Catharina,1,10.0,345773,24.15,0
1266,3,0,Van Impe. Mr. Jean Baptiste,0,36.0,345773,24.15,0
1267,3,0,Van Impe. Mrs. Jean Baptiste (Rosalie Paula Govaert),1,30.0,345773,24.15,0
1268,3,0,van Melkebeke. Mr. Philemon,0,29.8811345124283,345777,9.5,0
1269,3,0,Vande Velde. Mr. Johannes Joseph,0,33.0,345780,9.5,0
1270,3,0,Vande Walle. Mr. Nestor Cyriel,0,28.0,345770,9.5,0
1271,3,0,Vanden Steen. Mr. Leo Peter,0,28.0,345783,9.5,0
1272,3,0,Vander Cruyssen. Mr. Victor,0,47.0,345765,9.0,0
1273,3,0,Vander Planke. Miss. Augusta Maria,1,18.0,345764,18.0,0
1274,3,0,Vander Planke. Mr. Julius,0,31.0,345763,18.0,0
1275,3,0,Vander Planke. Mr. Leo Edmondus,0,16.0,345764,18.0,0
1276,3,0,Vander Planke. Mrs. Julius (Emelia Maria Vandemoortele),1,31.0,345763,18.0,0
1277,3,1,Vartanian. Mr. David,0,22.0,2658,7.225,1
1278,3,0,Vendel. Mr. Olof Edvin,0,20.0,350416,7.8542,0
1279,3,0,Vestrom. Miss. Hulda Amanda Adolfina,1,14.0,350406,7.8542,0
1280,3,0,Vovk. Mr. Janko,0,22.0,349252,7.8958,0
1281,3,0,Waelens. Mr. Achille,0,22.0,345767,9.0,0
1282,3,0,Ware. Mr. Frederick,0,29.8811345124283,359309,8.05,0
1283,3,0,Warren. Mr. Charles William,0,29.8811345124283,C.A. 49867,7.55,0
1284,3,0,Webber. Mr. James,0,29.8811345124283,SOTON/OQ 3101316,8.05,0
1285,3,0,Wenzel. Mr. Linhart,0,32.5,345775,9.5,0
1286,3,1,Whabee. Mrs. George Joseph (Shawneene Abi-Saab),1,38.0,2688,7.2292,1
1287,3,0,Widegren. Mr. Carl/Charles Peter,0,51.0,347064,7.75,0
1288,3,0,Wiklund. Mr. Jakob Alfred,0,18.0,3101267,6.4958,0
1289,3,0,Wiklund. Mr. Karl Johan,0,21.0,3101266,6.4958,0
1290,3,1,Wilkes. Mrs. James (Ellen Needs),1,47.0,363272,7.0,0
1291,3,0,"Willer. Mr. Aaron (""Abi Weller"")",0,29.8811345124283,3410,8.7125,0
1292,3,0,Willey. Mr. Edward,0,29.8811345124283,S.O./P.P. 751,7.55,0
1293,3,0,"Williams. Mr. Howard Hugh ""Harry""",0,29.8811345124283,A/5 2466,8.05,0
1294,3,0,Williams. Mr. Leslie,0,28.5,54636,16.1,0
1295,3,0,Windelov. Mr. Einar,0,21.0,SOTON/OQ 3101317,7.25,0
1296,3,0,Wirz. Mr. Albert,0,27.0,315154,8.6625,0
1297,3,0,Wiseman. Mr. Phillippe,0,29.8811345124283,A/4. 34244,7.25,0
1298,3,0,Wittevrongel. Mr. Camille,0,36.0,345771,9.5,0
1299,3,0,Yasbeck. Mr. Antoni,0,27.0,2659,14.4542,1
1300,3,1,Yasbeck. Mrs. Antoni (Selini Alexander),1,15.0,2659,14.4542,1
1301,3,0,Youseff. Mr. Gerious,0,45.5,2628,7.225,1
1302,3,0,Yousif. Mr. Wazli,0,29.8811345124283,2647,7.225,1
1303,3,0,Yousseff. Mr. Gerious,0,29.8811345124283,2627,14.4583,1
1304,3,0,Zabour. Miss. Hileni,1,14.5,2665,14.4542,1
1305,3,0,Zabour. Miss. Thamine,1,29.8811345124283,2665,14.4542,1
1306,3,0,Zakarian. Mr. Mapriededer,0,26.5,2656,7.225,1
1307,3,0,Zakarian. Mr. Ortin,0,27.0,2670,7.225,1
1308,3,0,Zimmerman. Mr. Leo,0,29.0,315082,7.875,0
